Authors,Link,Tickers,Time,Title,Strategy
 The Freedonia Cooperative,/article/4127851-investing-blockchain-bitcoin,COIN," Nov. 27, 2017, 11:41 AM ","Investing In Blockchain, Not Bitcoin",Long
 Business Quant,/article/4127824-micron-big-money-flowing,MU," Nov. 27, 2017, 11:26 AM ",Micron: Big Money Is Flowing In,Long
 Stephen Rosenman,/article/4127828-hp-inc-needs-spin-printing,HPQ," Nov. 27, 2017, 11:11 AM ",HP Inc. Needs To Spin-Off Printing,Long
 Beulah Meriam K,/article/4127823-general-mills-pressure-will-yield-diamond-just-coal-dust,GIS," Nov. 27, 2017, 10:51 AM ",General Mills Under Pressure: Will It Yield A Diamond Or Just Coal Dust?,Long
 ValueAnalyst,/article/4127818-tesla-roadster-key-implications,TSLA," Nov. 27, 2017, 10:31 AM ",Tesla Roadster: Key Implications,Long
 Marathon Investing,/article/4127817-lvmh-group-good-play-amazon-era,LVMHF," Nov. 27, 2017, 10:28 AM ",LVMH Group - A Good Play In The Amazon Era,Long
 Zoltan Csoke,/article/4127814-nvidia-future-gaming-ai-self-driving-cars,NVDA," Nov. 27, 2017, 10:26 AM ","Nvidia: The Future Of Gaming, AI And Self-Driving Cars",Long
 Leo Semmelmann,/article/4127813-german-court-order-hurt-paypal,PYPL," Nov. 27, 2017, 10:25 AM ",Why The German Court Order Won't Hurt PayPal,Long
 Long Term Investor,/article/4127812-henry-schein-now-inexpensive-20-percent-drop,HSIC," Nov. 27, 2017, 10:12 AM ",Henry Schein Now Inexpensive After 20% Drop,Long
 Joseph Harry,/article/4127805-starbucks-focusing-overseas-growth,SBUX," Nov. 27, 2017, 10:03 AM ",Starbucks: Focusing On Overseas Growth,Long
 Gary Alexander,/article/4127801-nutanix-additional-upside-ahead,NTNX," Nov. 27, 2017, 9:55 AM ",Nutanix: Additional Upside Ahead,Long
 Peter Arendas,/article/4127789-new-gold-peak-mines-price-right,NGD," Nov. 27, 2017, 9:03 AM ",New Gold: Is The Peak Mines Price Right?,Long
 Long Term Investor,/article/4127793-vision-2020-international-flavors-and-fragrances-strategic-plan,IFF," Nov. 27, 2017, 9:02 AM ",Vision 2020: International Flavors & Fragrances' Strategic Plan,Long
 Pinxter Analytics,/article/4127786-cvs-health-solid-portfolio-analysis,CVS," Nov. 27, 2017, 8:26 AM ",CVS Health: Solid - A Portfolio Analysis,Long
 Sarang Gupta,/article/4127785-rite-aid-deal-walgreens-shows-value-deleveraging-provides-catalyst-short-interest-adds-fuel,RAD," Nov. 27, 2017, 8:09 AM ","Rite Aid - Deal With Walgreens Shows Value, Deleveraging Provides A Catalyst And Short Interest Adds Fuel",Long
 Gary Alexander,/article/4127783-vmware-discovering-growth,VMW," Nov. 27, 2017, 8:07 AM ",VMware: Discovering Growth Again,Long
 Michael Boyd,/article/4127782-caseys-general-stores-can-management-keep-executing,CASY," Nov. 27, 2017, 8:06 AM ",Casey's General Stores: Can Management Keep Executing?,Long
 Callum Turcan,/article/4127778-exxon-places-fiscal-sustainability-ahead-buybacks,XOM," Nov. 27, 2017, 8:00 AM ",Exxon Places Fiscal Sustainability Ahead Of Buybacks,Long
 The Investment Doctor,/article/4127639-call-crazy-like-barrick-gold-right-now,ABX," Nov. 27, 2017, 8:00 AM ","Call Me Crazy, But I Like Barrick Gold Right Now",Long
 Long Player,/article/4127769-california-resources-significant-progress,CRC," Nov. 27, 2017, 7:07 AM ",California Resources: Very Significant Progress,Long
 Taylor Dart,/article/4127712-watts-water-technologies-gearing-new-highs,WTS," Nov. 27, 2017, 6:00 AM ",Watts Water Technologies: Gearing Up For New Highs,Long
" Nov. 27, 2017, 6:00 AM ",/article/4127724-valuing-gamestop,Editors' Pick , GME,Valuing GameStop,Long
 Andrew Kennedy,/article/4127757-altria-rising-clouds,MO," Nov. 27, 2017, 5:45 AM ",Altria: Rising Above The Clouds,Long
 Omar Nunez,/article/4127752-valuation-pitch-micron-technology-inc,MU," Nov. 27, 2017, 5:02 AM ","Valuation And Pitch Of Micron Technology, Inc.",Long
 Ariel Hayes,/article/4127755-devon-energy-oil-looking-green,DVN," Nov. 27, 2017, 5:02 AM ",Devon Energy: Oil Is Looking Green,Long
 Shareholders Unite,/article/4127743-peak-earnings-analog-devices,ADI," Nov. 27, 2017, 3:17 AM ",Peak Earnings In Analog Devices?,Long
 Detroit Bear,/article/4127738-masimo-amazing-company-expensive-stock,MASI," Nov. 27, 2017, 2:57 AM ","Masimo: Amazing Company, But Expensive Stock",Long
 Discount Fountain,/article/4127732-rebuttal-last-and-t-article-got-wrong,T," Nov. 27, 2017, 2:44 AM ",A Rebuttal To My Last AT&T Article: I Got It Wrong,Long
 Siddharth,/article/4127717-amazon-prince-darkness-small-mid-cap-retail,AMZN," Nov. 27, 2017, 1:40 AM ",Amazon: The Prince Of Darkness For Small And Mid-Cap Retail,Long
 Kenneth Pittman,/article/4127715-shire-spin-neuroscience-make-deal-supernus,SHPG," Nov. 27, 2017, 1:33 AM ",Shire Should Spin Off Neuroscience And Make A Deal With Supernus,Long
 Jonathan Faison,/article/4127706-amicus-therapeutics-upside-via-regulatory-updates-pompe-program,FOLD," Nov. 26, 2017, 10:49 PM ",Amicus Therapeutics: Upside Via Regulatory Updates And Pompe Program,Long
 Integrator,/article/4127698-mercadolibre-investors-panicked-amazon,MELI," Nov. 26, 2017, 1:53 PM ",Mercadolibre: Why Investors Panicked Over Amazon,Long
 Samuel Smith,/article/4127692-applied-materials-still-time-get-board-growth-train,AMAT," Nov. 26, 2017, 12:26 PM ",Applied Materials: There's Still Time To Get On Board The Growth Train,Long
 Livio Filice,/article/4127690-orocobre-recently-increased-position,OROCF," Nov. 26, 2017, 12:17 PM ",Orocobre: Why I Recently Increased My Position,Long
 Gary Bourgeault,/article/4127686-wal-mart-starting-tame-amazon-beast,WMT," Nov. 26, 2017, 12:03 PM ",Wal-Mart Starting To Tame The Amazon Beast?,Long
 DoctoRx,/article/4127679-soros-buffett-inform-updated-view-trading-apple,AAPL," Nov. 26, 2017, 11:56 AM ",How Soros And Buffett Inform An Updated View Of Trading Apple,Long
 Leo Nelissen,/article/4127678-home-depot-buy-winner,HD," Nov. 26, 2017, 11:15 AM ",Home Depot - Buy This Winner,Long
 Orange Peel Investments,/article/4127668-twitter-moves-52-week-highs-despite-major-shareholder-arrest,TWTR," Nov. 26, 2017, 10:35 AM ",Twitter Moves To 52 Week Highs Despite Major Shareholder Arrest,Long
" Nov. 26, 2017, 10:18 AM ",/article/4127664-yy-standalone-live-streaming-play,Editors' Pick , YY,YY: Standalone Live Streaming Play,Long
 Fun Trading,/article/4127670-conocophillips-solid-growth-ahead-makes-attractive,COP," Nov. 26, 2017, 10:11 AM ",ConocoPhillips - Solid Growth Ahead Makes It Attractive,Long
 Josh Arnold,/article/4127660-buy-deere-and-co,DE," Nov. 26, 2017, 10:03 AM ",You Have To Buy Deere & Co.,Long
 Jonathan Faison,/article/4127656-zynerba-pharmaceuticals-2-pivotal-programs-launched-2018-plus-upside-epilepsy,ZYNE," Nov. 26, 2017, 9:41 AM ",Zynerba Pharmaceuticals: 2 Pivotal Programs To Be Launched In 2018 Plus Upside In Epilepsy,Long
 Michael Filloon,/article/4127659-hartstreet-cimarex-well-results-show-significant-oil-production-improvements,XEC," Nov. 26, 2017, 9:32 AM ",Hartstreet: Cimarex Well Results Show Significant Oil Production Improvements,Long
 Detroit Bear,/article/4127658-ross-black-friday-sale-price,ROST," Nov. 26, 2017, 9:29 AM ",Ross' Black Friday Sale Price,Long
 Sanjit Deepalam,/article/4127653-delphi-automotives-powertrain-spin-makes-attractive-opportunity,DLPH," Nov. 26, 2017, 8:16 AM ",Delphi Automotive's Powertrain Spin-Off Makes For An Attractive Opportunity,Long
 Sarfaraz A. Khan,/article/4127647-marathon-oil-buy,MRO," Nov. 26, 2017, 7:11 AM ",Marathon Oil Is A Buy,Long
 Kevin Boland,/article/4127649-assignment-leader-global-staffing,ASGN," Nov. 26, 2017, 7:04 AM ",On Assignment: A Leader In Global Staffing,Long
 Derek Teed,/article/4127644-net1-ueps-technologies-will-benefit-cryptocurrency-mania,UEPS," Nov. 26, 2017, 6:22 AM ",Net1 UEPS Technologies Will Benefit From The Cryptocurrency Mania,Long
" Nov. 26, 2017, 5:02 AM ",/article/4127641-northern-oil-and-gas-400-percent-return-potential-2018-join-smart-money,Editors' Pick , NOG,"Northern Oil & Gas Has A 400% Return Potential In 2018, Join The Smart Money",Long
 Jeff Miller,/article/4127612-stock-exchange-will-oil-hit-70-soon,"ESV, SM, USO"," Nov. 25, 2017, 4:07 PM ",Stock Exchange: Will Oil Hit $70 Soon?,Long
 Shareholders Unite,/article/4127601-servicenow-growing-fast-lane,NOW," Nov. 25, 2017, 11:27 AM ",ServiceNow: Growing In The Fast Lane,Long
 Joseph L. Shaefer,/article/4127600-buy-fallen-angels-q1-rebound,"TEVA, CELG, NCR"," Nov. 25, 2017, 11:09 AM ",Buy These Fallen Angels For A Q1 Rebound,Long
 Maltzberger,/article/4127599-comcast-and-t-wants,CMCSA," Nov. 25, 2017, 10:33 AM ",Comcast Has What AT&T Wants,Long
 Stephen Castellano,/article/4127593-kronos-worldwide-unleash-titan,KRO," Nov. 25, 2017, 10:11 AM ",Kronos Worldwide: Unleash The Titan,Long
 Kenra Investors,/article/4127592-urban-outfitters-necessary-thoughts-winning-investment,URBN," Nov. 25, 2017, 9:39 AM ",Urban Outfitters - Necessary Thoughts On A Winning Investment,Long
" Nov. 25, 2017, 7:30 AM ",/article/4127272-pro-weekly-digest-focusing-companies-exiting-bankruptcy,Editors' Pick ," ORIG, PLPM, MARK",PRO Weekly Digest: Focusing On Companies Exiting Bankruptcy,Long
" Nov. 25, 2017, 7:30 AM ",/article/4134603-sa-interview-leaning-time-highs-short-perspective-dale-wettlaufer,Editors' Pick , CVCO,SA Interview: Leaning Into All-Time Highs From A Short Perspective With Dale Wettlaufer,Long
 Open Square Capital,/article/4127583-apples-next-thing-funnel-technology-2018-beyond,AAPL," Nov. 25, 2017, 6:56 AM ",Apple's Next Thing? A Funnel For Technology: 2018 And Beyond,Long
 Erich Reimer,/article/4127580-facebooks-new-content-moderation-cautiously-implemented-will-affect-ad-revenue,FB," Nov. 25, 2017, 6:25 AM ",Facebook's New Content Moderation Is Cautiously Implemented - How Will This Affect Ad Revenue?,Long
 Maltzberger,/article/4127571-t-comes-judge-investor,"T, TWX"," Nov. 25, 2017, 1:43 AM ",AT&T: Here Comes The Judge! (But What's An Investor To Do?),Long
 Kenneth Pittman,/article/4127569-ignore-pain-get-portfolio-stimulant-kempharm,KMPH," Nov. 25, 2017, 12:38 AM ",Ignore The Pain And Get A (Portfolio) Stimulant With KemPharm,Long
 Ploutos Investing,/article/4127555-mcdonalds-loving,MCD," Nov. 24, 2017, 3:05 PM ",McDonald's: I Am Loving It,Long
 Stephen Ayers,/article/4127547-3-reasons-buy-aurinia-pharmaceuticals,AUPH," Nov. 24, 2017, 2:02 PM ",3 Reasons To Buy Aurinia Pharmaceuticals,Long
 Jonathan Faison,/article/4127482-mei-pharma-prime-2018-turn-around-candidate,MEIP," Nov. 24, 2017, 11:36 AM ",MEI Pharma: A Prime 2018 Turn Around Candidate,Long
 D.M. Martins Research,/article/4127488-holiday-trends-favor-amazon,AMZN," Nov. 24, 2017, 11:31 AM ",The Holiday Trends Favor Amazon,Long
 ChartMasterPro,/article/4127487-general-motors-motoring-higher,GM," Nov. 24, 2017, 11:28 AM ",General Motors: Motoring Higher,Long
 Avisol Capital Partners,/article/4127486-clovis-oncology-stock-pullback-offers-opportunity-strong-q3-numbers,CLVS," Nov. 24, 2017, 11:21 AM ",Clovis Oncology Stock Pullback Offers Opportunity With Strong Q3 Numbers,Long
" Nov. 24, 2017, 11:14 AM ",/article/4127478-gamestop-bought-dying-company,Editors' Pick , GME,GameStop: Why I Bought This Dying Company,Long
 Integrator,/article/4127477-biggest-issue-mastercard,MA," Nov. 24, 2017, 10:39 AM ",My Biggest Issue With MasterCard,Long
 Healthy Wealth Coach,/article/4127476-philip-morris-recent-price-decline-created-another-buying-opportunity,PM," Nov. 24, 2017, 10:35 AM ",Philip Morris: Recent Price Decline Has Created Another Buying Opportunity,Long
 David Zanoni,/article/4127472-tencents-stock-will-driven-growth,TCEHY," Nov. 24, 2017, 10:22 AM ",Tencent's Stock Will Be Driven By Growth,Long
 Jonathan Weber,/article/4127459-gilead-attractive-big-retreat,GILD," Nov. 24, 2017, 9:57 AM ",Gilead: Attractive After Big Retreat?,Long
 TJ Roberts,/article/4127462-enphase-energy-turnaround,ENPH," Nov. 24, 2017, 9:40 AM ",Enphase Energy Turnaround,Long
 Itinerant,/article/4127460-maverix-scores-gem-endeavour-mining-thinking,"EDVMF, EDVVF, MACIF"," Nov. 24, 2017, 9:34 AM ","Maverix Scores A Gem, But What Was Endeavour Mining Thinking?",Long
 Bruce Burnworth,/article/4127458-tesla-ford-need,"F, TSLA"," Nov. 24, 2017, 9:25 AM ",Tesla And Ford Need Each Other,Long
 D.M. Martins Research,/article/4127457-apple-macs-get-enough-love,AAPL," Nov. 24, 2017, 9:21 AM ",Apple: Macs Don't Get Enough Love,Long
 John Gilliam,/article/4127450-remark-worth-17-24-per-share-sum-parts-analysis,MARK," Nov. 24, 2017, 8:42 AM ",Remark Worth $17-$24 Per Share In Sum-Of-Parts Analysis,Long
 Damian Chunilal,/article/4127444-lloyds-undervalued-given-strong-results,LYG," Nov. 24, 2017, 8:25 AM ",Lloyds: Undervalued Given Strong Results,Long
 Looking For Diogenes,/article/4127429-adaptimmune-now-time-adopt-stock-stock-portfolio,ADAP," Nov. 24, 2017, 5:29 AM ",Adaptimmune: Is Now The Time To Adopt This Stock For Your Stock Portfolio?,Long
 Gary Alexander,/article/4127427-new-relic-momentum-built-cash-flow-growth,NEWR," Nov. 24, 2017, 4:58 AM ",New Relic: Momentum Built On Cash Flow Growth,Long
 Jonathan Faison,/article/4127426-nucana-recent-ipo-stellar-2018,NCNA," Nov. 24, 2017, 4:42 AM ",NuCana: This Recent IPO Could Have A Stellar 2018,Long
 BioSci Capital Partners,/article/4127419-integrated-biosci-research-corium-stellar-investing-opportunity,CORI," Nov. 24, 2017, 2:43 AM ",Integrated BioSci Research On Corium: A Stellar Investing Opportunity,Long
 WG Investment Research,/article/4127418-dowdupont-story-keeps-getting-better,DWDP," Nov. 24, 2017, 2:33 AM ",DowDuPont: The Story Keeps Getting Better,Long
 Samuel Smith,/article/4127416-universal-insurance-elephant-shakes-monkey-back,UVE," Nov. 24, 2017, 2:17 AM ",Universal Insurance: The Elephant Shakes The Monkey Off Its Back,Long
 Fluidsdoc,/article/4127411-shell-deep-water-lng-powerhouse-part-1,"RDS.A, RDS.B"," Nov. 24, 2017, 1:52 AM ","Shell, A Deep Water And LNG Powerhouse, Part 1",Long
 Jonathan Faison,/article/4127407-regenxbio-thoughts-going-2018,RGNX," Nov. 24, 2017, 1:17 AM ",Regenxbio: Thoughts Going Into 2018,Long
 Shareholders Unite,/article/4127394-microsoft-buy-workday,"MSFT, WDAY"," Nov. 23, 2017, 7:27 PM ",Should Microsoft Buy Workday?,Long
 Gary Alexander,/article/4127393-mimecast-accelerating-revenues-always-good-sign,MIME," Nov. 23, 2017, 7:17 PM ",Mimecast: Accelerating Revenues Always A Good Sign,Long
 Roman Luzgin,/article/4127391-nvidia-bright-future-ahead,NVDA," Nov. 23, 2017, 4:31 PM ",Nvidia: A Bright Future Ahead,Long
 CJI Investments,/article/4127387-tapestry-trying-weave-way-greater-profitability,TPR," Nov. 23, 2017, 3:34 PM ",Tapestry: Trying To Weave Its Way To Greater Profitability,Long
 Dividend Investor 101,/article/4127375-drive-shack-golf-21st-century,DS," Nov. 23, 2017, 1:13 PM ",Drive Shack: Golf For The 21st Century,Long
 Sarfaraz A. Khan,/article/4127369-chesapeake-energy-value-trap,CHK," Nov. 23, 2017, 11:44 AM ",Chesapeake Energy: A Value Trap,Long
" Nov. 23, 2017, 11:24 AM ",/article/4127141-microchip-technologies-great-results-point-20-percent-upside,Editors' Pick , MCHP,Microchip Technologies: Great Results Point To Further 20% Upside,Long
" Andres Cardenal, CFA",/article/4127356-general-motors-undervalued-moving-right-direction,GM," Nov. 23, 2017, 9:20 AM ",General Motors: Undervalued And Moving In The Right Direction,Long
 Stone Fox Capital,/article/4127347-zynga-still-priced-growth-mode,ZNGA," Nov. 23, 2017, 8:32 AM ",Zynga: Still Not Priced For Growth Mode,Long
 Gary Alexander,/article/4127345-hp-inc-better-looking-twin-3-percent-yield,HPQ," Nov. 23, 2017, 8:28 AM ","HP, Inc. - The Better-Looking Twin With 3% Yield",Long
 Wall Street Crypto,/article/4127339-trade-bitcoin-gain-capital,GCAP," Nov. 23, 2017, 8:23 AM ",Trade Bitcoin With GAIN Capital,Long
 The Belgian Dentist,/article/4127344-bioverativ-rare-pearl-biotech,BIVV," Nov. 23, 2017, 8:22 AM ",Bioverativ: A Rare Pearl In Biotech,Long
 Jonathan Faison,/article/4127338-ovid-therapeutics-upside-75-percent-gain-3-weeks,OVID," Nov. 23, 2017, 8:18 AM ",Ovid Therapeutics: Is There More Upside After A 75% Gain In 3 Weeks?,Long
 Jozef Bystricky,/article/4127341-signet-jewelers-numbers-bad,SIG," Nov. 23, 2017, 7:55 AM ",Signet Jewelers: Were The Numbers That Bad?,Long
 Andres Baldrich,/article/4127333-investing-hornbeck-may-bring-handsome-returns,HOS," Nov. 23, 2017, 7:29 AM ",Investing In Hornbeck May Bring Handsome Returns,Long
 Robinson Roacho,/article/4127334-favorite-airline-2018,"AAL, ALK, DAL"," Nov. 23, 2017, 7:09 AM ",My Favorite Airline For 2018,Long
 Beulah Meriam K,/article/4127331-navigating-cloudy-waters-understanding-cloud-computing-majors,"AMZN, GOOG, GOOGL"," Nov. 23, 2017, 6:24 AM ",Navigating Cloudy Waters: Understanding The Cloud Computing Majors,Long
 Shareholders Unite,/article/4127327-marvell-buys-cavium-shares-go-parabolic,"CAVM, MRVL"," Nov. 23, 2017, 5:33 AM ","Marvell Buys Cavium, Shares Go Parabolic",Long
 Ploutos Investing,/article/4127325-taiwan-semiconductor-buy-hold,TSM," Nov. 23, 2017, 5:26 AM ",Is Taiwan Semiconductor A Buy Or A Hold?,Long
 BioSci Capital Partners,/article/4127322-integrated-biosci-research-mannkind-corporation-unlock-value,MNKD," Nov. 23, 2017, 5:04 AM ",An Integrated BioSci Research On MannKind Corporation: How To Unlock Value?,Long
 Bobak Forouzan,/article/4127317-7_5-percent-yielding-stock-buying-opportunity-falling-knife,AFSI," Nov. 23, 2017, 4:28 AM ",7.5% Yielding Stock: Buying Opportunity Or Falling Knife?,Long
 Strong Bio,/article/4127314-celsion-turns-heat-cancer,CLSN," Nov. 23, 2017, 4:18 AM ",Celsion Turns Up The Heat On Cancer,Long
 Victor Dergunov,/article/4127300-apple-firing-cylinders-trillion-beyond,AAPL," Nov. 23, 2017, 2:00 AM ","Apple: Firing On All Cylinders, To A Trillion And Beyond",Long
 BioSci Capital Partners,/article/4127298-protalix-biotherapeutics-update-fabry-disease-franchise,PLX," Nov. 23, 2017, 1:51 AM ",Protalix BioTherapeutics: An Update On The Fabry Disease Franchise,Long
 BioSci Capital Partners,/article/4127291-integrated-biosci-research-gilead-sciences-promising-dividends-favorable-valuations,GILD," Nov. 23, 2017, 1:10 AM ",An Integrated BioSci Research On Gilead Sciences: Promising Dividends And Favorable Valuations,Long
 Oisin Breen,/article/4127276-big-blue-get-doldrums,IBM," Nov. 22, 2017, 9:29 PM ",Big Blue To Get Out Of The Doldrums?,Long
 Philomena Doyle,/article/4127271-slip-hanesbrands,HBI," Nov. 22, 2017, 7:53 PM ",Slip Into Hanesbrands,Long
" Nov. 22, 2017, 7:43 PM ",/article/4127270-stmicroelectronics-trades-discount-peers-despite-strong-fundamentals,Editors' Pick , STM,STMicroelectronics Trades At A Discount To Peers Despite Strong Fundamentals,Long
 Kyle Tacsik,/article/4127269-j-m-smucker-peanut-butter-jelly-time,SJM," Nov. 22, 2017, 7:35 PM ",J. M. Smucker: It's Peanut Butter Jelly Time,Long
 ValueAnalyst,/article/4127268-tesla-cash-problem,TSLA," Nov. 22, 2017, 6:47 PM ",Does Tesla Have A Cash Problem?,Long
 Ryan G. Rosmarin,/article/4127260-zillow-americas-leader-real-estate-advertisement,ZG," Nov. 22, 2017, 5:42 PM ",Zillow: America's Leader In Real Estate Advertisement,Long
